TITLE,CATEGORY,URL,MAIN CONTENT,STATUS,Update-document
"[Bài 9] Giới thiệu công cụ Ai Design | Đào tạo cơ bản","Trainning JEGA CLOUD DESIGN - Beginner's Guide",https://www.youtube.com/watch?v=Pj4kmNk5jpA,"Chào mừng Quý khách đến với Jega Việt Nam! Trong video này, chúng tôi sẽ giới thiệu công cụ AI Design đột phá, giúp Quý khách dễ dàng biến mặt bằng thành không gian nội thất hoàn chỉnh chỉ với vài thao tác. AI Design cung cấp kho thư viện mẫu đa dạng, cho phép Quý khách áp dụng các phong cách thiết kế khác nhau, từ trần, sàn, tường đến nội thất rời và tủ bếp, một cách tự động và thông minh.

Quý khách có thể điều chỉnh linh hoạt từng chi tiết để phù hợp với sở thích và nhu cầu riêng, đồng thời tận dụng tính năng thay thế sản phẩm để tối ưu hóa thời gian thiết kế.

Dưới đây là các nội dung chính được trình bày trong video:
- **00:08**: Giới thiệu tổng quan về công cụ AI Design và khả năng áp dụng các thiết kế mẫu có sẵn vào mặt bằng đã dựng.
- **00:16**: Hướng dẫn cách chọn phong cách thiết kế từ thư viện mẫu phong phú trên nền tảng.
- **00:48**: Hướng dẫn cách tùy chỉnh áp dụng các yếu tố thiết kế (trần, sàn, tường, nội thất rời, tủ) vào từng phần của mặt bằng.
- **01:05**: Minh họa cách AI Design tự động áp dụng các thiết kế trần, sàn và nội thất vào từng không gian cụ thể.
- **01:17**: Giải thích về khả năng của AI Design trong việc tính toán và điều chỉnh sao cho phù hợp với từng không gian, bỏ qua các khu vực không tương thích.
- **01:30**: Hiển thị kết quả thiết kế 3D sau khi áp dụng AI Design, bao gồm cả vật liệu và module nội thất.
- **01:54**: Hướng dẫn cách thay thế các vật liệu, module nội thất không phù hợp trong thiết kế đã tạo.",Completed,Completed
"[Bài 8] Thiết kế trần và tường | Đào tạo cơ bản","Trainning JEGA CLOUD DESIGN - Beginner's Guide",https://www.youtube.com/watch?v=8YUdb4gZcCs,"Chào mừng bạn đến với Jega Việt Nam! Video này sẽ hướng dẫn bạn chi tiết cách thiết kế sàn, trần và tường trong phần mềm Jega Cloud Design. Bạn sẽ học được các công cụ vẽ cơ bản, cách điều chỉnh kích thước, chất liệu, và cách thêm các chi tiết trang trí như phào chỉ, đèn, hay các tấm vách ốp tường.

Dưới đây là các nội dung chính của video:

-   **00:08**: Giới thiệu tổng quan về giao diện và các công cụ thiết kế sàn, trần và tường.
-   **00:14**: Hướng dẫn cách tùy chỉnh thiết kế sàn, bao gồm cách chọn vật liệu và điều chỉnh kích thước.
-   **01:07**: Hướng dẫn cách sử dụng các công cụ vẽ cơ bản (Rectangle, Circle, Polygon) và công cụ đo (phím tắt Z) trong thiết kế sàn.
-   **01:45**: Hướng dẫn cách tạo và điều chỉnh các khoảng giật cấp âm trần cho sàn, bao gồm thiết lập kích thước và thêm ánh sáng.
-   **02:39**: Hướng dẫn cách tạo khe đèn và điều chỉnh cường độ, màu sắc ánh sáng.
-   **03:10**: Hướng dẫn cách tùy chỉnh mặt cắt của khe đèn.
-   **03:50**: Hướng dẫn cách thêm phào chỉ và các vật liệu trang trí khác vào các mặt cắt giật cấp.
-   **04:40**: Hướng dẫn cách điều chỉnh kích thước của phào chỉ.
-   **05:19**: Hướng dẫn cách tạo giật cấp hình chữ nhật hoặc các hình dạng khác ở giữa phòng.
-   **06:07**: Hướng dẫn cách bo góc các hình dạng giật cấp và áp dụng hiệu ứng cho toàn bộ các cạnh.
-   **06:48**: Hướng dẫn cách tạo các rãnh âm hoặc giật cấp âm cho trần nhà, có thể thêm đèn và tùy chỉnh.
-   **09:02**: Hướng dẫn cách tạo giật cấp và thêm vật liệu cho sàn phòng vệ sinh hoặc các khu vực có độ cao khác nhau.
-   **10:00**: Hướng dẫn cách áp dụng vật liệu gạch cho bề mặt giật cấp và điều chỉnh kích thước gạch.
-   **10:41**: Hướng dẫn cách tùy chỉnh thiết kế tường, bao gồm việc vẽ các đường giật cấp và thêm vật liệu trang trí.
-   **11:08**: Hướng dẫn cách tạo khe đèn và điều chỉnh ánh sáng cho tường.
-   **11:24**: Hướng dẫn cách thêm phào chỉ và các vật liệu trang trí khác vào tường.
-   **12:12**: Hướng dẫn cách điều chỉnh kích thước và vị trí của các chi tiết trang trí trên tường.
-   **15:28**: Hướng dẫn cách tùy chỉnh thiết kế trần nhà, bao gồm cách tạo giật cấp, thêm vật liệu, và ánh sáng.
-   **16:07**: Hướng dẫn cách tạo giật cấp với các hình dạng bo tròn và điều chỉnh thông số chi tiết.
-   **17:04**: Hướng dẫn cách tạo khe đèn cho trần nhà và điều chỉnh độ sáng, màu sắc.
-   **18:00**: Hướng dẫn cách thêm phào chỉ cho các đường bao trên trần nhà và điều chỉnh vật liệu.
-   **18:50**: Hướng dẫn cách đổi màu và chất liệu của phào chỉ trên trần.
-   **19:02**: Hướng dẫn cách thêm đèn từ thư viện có sẵn (đèn downlight, đèn rọi, đèn ray) và điều chỉnh vị trí.
-   **21:34**: Hướng dẫn cách chia ô và sắp xếp đèn downlight một cách tự động hoặc thủ công, điều chỉnh khoảng cách giữa các đèn.
-   **22:15**: Hướng dẫn cách vẽ các đường ray đèn (track light) và điều chỉnh thông số để phù hợp với không gian.
-   **29:02**: Hướng dẫn cách thiết kế các vị trí đặc biệt trên trần nhà như ô thông tầng hoặc giếng trời, bao gồm cách import và tùy chỉnh các mẫu có sẵn.
-   **31:23**: Hướng dẫn cách thêm các tấm vách ốp tường bằng cách kéo thả và điều chỉnh kích thước, vị trí.
-   **32:15**: Hướng dẫn cách điều chỉnh khoảng cách giữa các tấm vách ốp để tạo ra các hiệu ứng khác nhau.
-   **32:30**: Hướng dẫn cách thêm các loại nẹp trang trí (nẹp T, nẹp V, nẹp U) và điều chỉnh kích thước, vị trí.
-   **33:17**: Hướng dẫn cách sơn các bề mặt tường và điều chỉnh màu sắc để phù hợp với thiết kế.
-   **36:20**: Hướng dẫn cách thêm các sticker hoặc tranh trang trí lên tường và điều chỉnh vị trí, kích thước.

Hy vọng video này sẽ hữu ích cho bạn trong việc thiết kế nội thất với Jega Cloud Design!",Completed,Completed
"[Bài 10] Giới thiệu về thư viện JEGA và I72 | Đào tạo cơ bản","Trainning JEGA CLOUD DESIGN - Beginner's Guide",https://www.youtube.com/watch?v=DhGvrFQ-C0Q,"Chào mừng quý khách đến với Jega Việt Nam!
Video này sẽ giới thiệu chi tiết về cách sử dụng thư viện trên phần mềm Jega Cloud Design, bao gồm các loại thư viện, cách sắp xếp và tùy chỉnh mô hình 3D, vật liệu để tạo ra bản thiết kế nội thất hoàn chỉnh và chính xác. Chúng tôi sẽ hướng dẫn chi tiết về cấu trúc các loại thư viện của Jega, bao gồm thư viện công cộng (Public Library), thư viện doanh nghiệp (Enterprise Library) và thư viện tùy chỉnh (Customized Library). Video cũng sẽ đề cập đến sự khác biệt và cách sử dụng hiệu quả từng loại thư viện, giúp quý khách tối ưu hóa quy trình thiết kế và báo giá.

**Nội dung chính:**
- **00:08**: Giới thiệu tổng quan về các loại thư viện trên phần mềm Jega.
- **00:45**: Hướng dẫn chi tiết cấu trúc thư viện Public Library, bao gồm các phần thô, vật liệu hoàn thiện, đồ nội thất gia dụng, thiết bị điện và các không gian đặc biệt.
- **02:08**: Hướng dẫn chi tiết cấu trúc thư viện Enterprise Library, giải thích sự khác biệt giữa thư viện này với Public Library, đặc biệt về khả năng xuất báo giá chính xác.
- **03:52**: Thực hành thả và tùy chỉnh mô hình 3D từ thư viện Public Library, bao gồm điều chỉnh kích thước và thay đổi vật liệu.
- **06:41**: Thực hành thả và tùy chỉnh mô hình 3D từ thư viện Enterprise Library, làm nổi bật khả năng tích hợp thông tin hãng sản xuất và giá cả.
- **08:29**: Giới thiệu về thư viện Customize, bao gồm các mô-đun tủ bếp, tủ quần áo, tủ kho và hệ lavabo, cùng với những lưu ý khi sử dụng để đảm bảo tính chính xác cho việc báo giá và đặt hàng thực tế.

Hy vọng video này sẽ cung cấp cho quý khách cái nhìn rõ ràng và đầy đủ về hệ thống thư viện đa dạng của Jega, giúp tối ưu hóa công việc thiết kế và kinh doanh nội thất!",Completed,Completed
"[Bài 11] Tải Model và Texture | Đào tạo cơ bản","Trainning JEGA CLOUD DESIGN - Beginner's Guide",https://www.youtube.com/watch?v=MswVPQ7UFTo,"Tuyệt vời! Video này cung cấp hướng dẫn chi tiết về cách tải lên và quản lý vật liệu trong Jega Cloud Design, một phần mềm thiết kế nội thất toàn diện. Dưới đây là nội dung tóm tắt và các điểm chính trong video, giúp bạn dễ dàng theo dõi và nắm bắt thông tin:

Video này hướng dẫn chi tiết quy trình tải lên và quản lý các mô hình và vật liệu trong phần mềm Jega Cloud Design. Bạn sẽ học cách chuẩn bị mô hình 3D từ 3ds Max, đảm bảo tương thích với V-Ray, nhóm các đối tượng để tránh lỗi, xuất file và tải chúng lên thư viện cá nhân trên nền tảng Jega. Video cũng trình bày cách tải lên và chỉnh sửa texture, đồng thời giải thích các tùy chọn cài đặt vật liệu và vị trí đặt đồ trong dự án thiết kế. Đây là hướng dẫn cần thiết để tối ưu hóa việc sử dụng Jega Cloud Design trong công việc thiết kế nội thất của bạn.

Các ý chính trong video:

- **00:08**: Giới thiệu về quá trình tải lên mô hình từ 3ds Max lên nền tảng Jega.
- **00:30**: Lưu ý về việc chuyển đổi vật liệu Corona sang V-Ray để tương thích với phần mềm.
- **00:42**: Hướng dẫn xem bảng vật liệu và các tính chất cơ bản.
- **01:10**: Hướng dẫn cách nhóm các đối tượng để tránh lỗi khi tải lên.
- **01:37**: Hướng dẫn xuất file mô hình dưới dạng file nén (.zip).
- **02:08**: Hướng dẫn tải lên mô hình 3D lên thư viện cá nhân trên nền tảng Jega.
- **02:58**: Lưu ý về việc các mô hình tải lên chỉ người dùng mới có thể thao tác và sử dụng.
- **03:37**: Hướng dẫn phân loại mô hình (ví dụ: Loose Furniture) và chọn vị trí đặt đồ (ví dụ: Free placement).
- **05:44**: Hướng dẫn chỉnh sửa các vật liệu bên trong mô hình đã tải lên.
- **06:10**: Hướng dẫn tải lên Texture và chọn các tính chất vật liệu khác nhau như gạch, gỗ, kim loại, v.v.
- **07:05**: Hướng dẫn tải lên các loại map cơ bản như Diffuse và Bump.
- **07:39**: Hướng dẫn điều chỉnh thông số kích thước của texture.
- **08:20**: Thao tác kéo thả Texture vào các vị trí tường hoặc mô hình trong dự án.
- **09:00**: Hướng dẫn tải lên Texture gạch và điều chỉnh kích thước.

Hy vọng những thông tin này sẽ giúp bạn sử dụng Jega Cloud Design hiệu quả hơn!",Completed,Completed
"[Bài 14] Render trình chiếu | Đào tạo cơ bản","Trainning JEGA CLOUD DESIGN - Beginner's Guide",https://www.youtube.com/watch?v=oQVZkdu--WM,"Tuyệt vời! Chúng tôi đã tổng hợp các nội dung chính từ video YouTube của bạn. Dưới đây là phần giới thiệu và danh sách các ý chính, giúp khách hàng của Jega Việt Nam dễ dàng nắm bắt thông tin và điều hướng video:

**Giới thiệu về video: Hướng dẫn Render và Panorama trong Jega Cloud Design**

Video này sẽ hướng dẫn bạn chi tiết cách sử dụng các tính năng render và panorama trong phần mềm Jega Cloud Design, giúp bạn tạo ra những hình ảnh và trải nghiệm không gian chân thực, sống động cho các thiết kế nội thất của mình. Từ việc tùy chỉnh chất lượng ảnh, góc camera, đến điều chỉnh ánh sáng và môi trường xung quanh, video sẽ cung cấp cái nhìn tổng quan và hướng dẫn từng bước để bạn có thể tối ưu hóa các bản render và panorama, mang lại hiệu quả cao nhất cho dự án của mình.

**Các ý chính trong video:**

*   **00:08**: Giới thiệu về tính năng Render và Panorama trong Jega Cloud Design.
*   **00:18**: Hướng dẫn các tùy chọn cài đặt chất lượng ảnh, độ phân giải và khung hình cho ảnh tĩnh (Render).
*   **01:11**: Giải thích cách điều chỉnh ống kính (lens) và vị trí camera để tối ưu góc nhìn cho bản render.
*   **01:51**: Hướng dẫn cài đặt ánh sáng và sử dụng các mẫu chiếu sáng có sẵn (Lighting Template) để tạo hiệu ứng ánh sáng phù hợp.
*   **02:17**: Giải thích các tùy chọn điều chỉnh độ sáng, độ mềm của bóng đổ (shadow softness) và nhiệt độ màu (TEMP) của ánh sáng.
*   **02:40**: Hướng dẫn cách thay đổi môi trường xung quanh (background) giữa ban ngày và ban đêm, cũng như tùy chỉnh vị trí mặt trời.
*   **03:22**: Hướng dẫn cách lưu góc camera hiện tại (Save the current view) và thực hiện render ảnh.
*   **03:42**: Cách kiểm tra và xóa các bản render đã tạo trong thư viện (Gallery).
*   **04:39**: Hướng dẫn render lại ảnh với các thiết lập đã điều chỉnh.
*   **05:09**: Hướng dẫn cách xem và tải xuống các bản render Panorama 360 độ.
*   **06:00**: Hướng dẫn các tùy chọn hậu kỳ ảnh (Beautify) như điều chỉnh độ sáng, độ tương phản, độ bão hòa, vùng sáng, vùng tối và cân bằng trắng để làm đẹp ảnh.
*   **06:50**: Giới thiệu cách chỉnh sửa Panorama trong trình chỉnh sửa riêng để ghép nhiều view lại với nhau.",Completed,Completed
"[Bài 15] Thiết kế tủ bếp và tủ quần áo | Thiết kế tuỳ chỉnh","Trainning JEGA CLOUD DESIGN - Beginner's Guide",https://www.youtube.com/watch?v=R_5eMA5r1HQ,"Tuyệt vời! Dưới đây là phần tóm tắt video ""Hướng dẫn sử dụng phần mềm JEGA Furniture & Design"" của Jega Việt Nam, cùng với các ý chính và mốc thời gian cụ thể:

**Giới thiệu video:**

Bạn đang tìm kiếm giải pháp thiết kế nội thất toàn diện, linh hoạt và tối ưu chi phí? Video này của Jega Việt Nam sẽ hướng dẫn bạn chi tiết cách sử dụng phần mềm JEGA Furniture & Design, hệ sinh thái kỹ thuật số và chuỗi cung ứng hàng đầu cho ngành nội thất. Từ việc tạo tủ đảo trang sức độc đáo, bàn trang điểm tiện lợi, tủ quần áo cánh trượt hiện đại đến việc cài đặt đèn LED thông minh và quản lý dự án hiệu quả, bạn sẽ được khám phá những tính năng mạnh mẽ của phần mềm. Hãy cùng Jega Việt Nam tối ưu hóa quy trình thiết kế và sản xuất nội thất của bạn ngay hôm nay!

**Nội dung chính:**

*   **00:08**: **Thiết kế tủ đảo trang sức:** Hướng dẫn chi tiết cách tạo một tủ đảo trang sức hoàn chỉnh từ việc chọn module, điều chỉnh kích thước, thêm ngăn kéo đến việc lựa chọn kiểu dáng và số lượng ngăn kéo phù hợp. Video cũng chỉ ra cách thay đổi kiểu ngăn kéo để phù hợp với nhu cầu sử dụng.
*   **01:58**: **Thay đổi kiểu dáng cánh tủ:** Hướng dẫn cách thay đổi kiểu dáng cánh tủ từ kiểu cánh phủ sang cánh lọt lòng, và cách điều chỉnh số lượng ngăn kéo cũng như kiểu dáng từng ngăn kéo.
*   **02:48**: **Tạo ngăn kéo ẩn:** Hướng dẫn cách thay thế một ngăn kéo thông thường bằng ngăn kéo ẩn, thường được sử dụng để chứa trang sức hoặc các vật dụng nhỏ.
*   **04:04**: **Sao chép và xoay module:** Hướng dẫn cách sao chép một module đã tạo và xoay nó để đặt vào vị trí mong muốn, tạo nên một khối tủ hoàn chỉnh.
*   **05:01**: **Chuyển đổi tấm gỗ thành cánh tủ kính:** Hướng dẫn cách chuyển đổi một tấm gỗ trên mặt tủ thành cánh tủ kính, đồng thời chọn loại kính phù hợp từ thư viện vật liệu.
*   **07:15**: **Thiết kế bàn trang điểm và giá sách:** Hướng dẫn cách sử dụng module tủ cơ bản để tạo bàn trang điểm và giá sách tích hợp. Bạn sẽ học cách loại bỏ phần chân tủ, thêm các tấm ngăn chia và ngăn kéo để tạo không gian lưu trữ hiệu quả.
*   **08:43**: **Tạo ngăn kéo cho bàn trang điểm:** Hướng dẫn thêm ngăn kéo vào bàn trang điểm, điều chỉnh kiểu dáng và vị trí ngăn kéo.
*   **09:27**: **Tạo các ngăn chia cho giá sách:** Hướng dẫn cách chia không gian giá sách thành nhiều ngăn nhỏ hơn bằng cách thêm các tấm ngăn dọc và ngang, tối ưu hóa khả năng lưu trữ.
*   **10:30**: **Thêm gương cho bàn trang điểm:** Hướng dẫn cách thêm gương vào bàn trang điểm, lựa chọn kiểu dáng gương từ thư viện và điều chỉnh vị trí.
*   **11:27**: **Thiết kế tủ quần áo cánh trượt:** Hướng dẫn cách xây dựng tủ quần áo cánh trượt từ các module có sẵn trong phần mềm.
*   **12:05**: **Lắp đặt và tùy chỉnh cánh trượt:** Hướng dẫn cách lắp đặt cánh trượt cho tủ quần áo, điều chỉnh số lượng cánh, màu sắc và kiểu dáng thanh nẹp cánh.
*   **13:08**: **Thay đổi màu sắc đồng loạt cho cánh tủ:** Hướng dẫn hai cách để thay đổi màu sắc của toàn bộ cánh tủ một cách nhanh chóng và hiệu quả.
*   **14:04**: **Cài đặt đèn LED cho tủ:** Hướng dẫn chi tiết cách cài đặt đèn LED cho tủ, bao gồm lựa chọn vị trí lắp đặt (trên/dưới), điều chỉnh độ sáng, màu sắc ánh sáng và khoảng cách đèn.
*   **17:44**: **Chỉnh sửa và xóa đèn LED:** Hướng dẫn cách chỉnh sửa vị trí và xóa đèn LED đã cài đặt trên tủ.
*   **18:33**: **Set up nhanh công năng cho tủ quần áo:** Hướng dẫn sử dụng tính năng ""Replace function set"" để nhanh chóng thiết lập các công năng bên trong tủ quần áo (như ngăn treo, ngăn kéo, kệ).
*   **20:20**: **Hoàn thiện cánh ngoài của tủ:** Hướng dẫn cách lắp đặt các cánh ngoài cho tủ quần áo và điều chỉnh kiểu dáng cánh phù hợp.
*   **21:05**: **Group các module tủ:** Hướng dẫn cách nhóm các module tủ lại thành một group để dễ dàng quản lý, chỉnh sửa và xuất báo giá tổng thể.
*   **22:20**: **Chỉnh sửa thông số của group tủ:** Hướng dẫn cách chỉnh sửa kích thước tổng thể của group tủ đã được nhóm lại.
*   **23:14**: **Xuất bản vẽ CAD cho tủ:** Hướng dẫn chi tiết cách xuất bản vẽ CAD của tủ đã thiết kế, bao gồm các bản vẽ mặt bằng, mặt đứng và các chi tiết cấu trúc bên trong.
*   **25:00**: **Xuất bản vẽ và đi kích thước trực tiếp:** Hướng dẫn cách xuất bản vẽ trần, sàn và tủ đã thiết kế, đồng thời đi kích thước trực tiếp trên bản vẽ trong phần mềm.
*   **27:25**: **Đục lỗ trên tấm và thay đổi biên dạng:** Hướng dẫn cách đục lỗ trên một tấm vật liệu và thay đổi biên dạng của tấm đó, ví dụ như tạo hình tròn hoặc các hình dạng khác.
*   **31:36**: **Tạo phào và thay đổi kích thước phào:** Hướng dẫn cách thêm phào (gờ trang trí) vào các vị trí mong muốn trên tủ và điều chỉnh kích thước của phào.
*   **33:16**: **Vẽ tủ âm tường dưới gầm cầu thang:** Hướng dẫn cách vẽ tủ âm tường dưới gầm cầu thang, bao gồm cả việc cắt chéo các tấm để phù hợp với độ dốc của cầu thang và tạo ra các hộc tủ chức năng.",Completed,Completed
"[Bài 16] Tạo thông tin khách hàng và đặt mua sản phẩm | Đào tạo cơ bản","Trainning JEGA CLOUD DESIGN - Beginner's Guide",https://www.youtube.com/watch?v=uen-MU8-9kk,"Chào mừng quý khách đến với hướng dẫn sử dụng chi tiết nền tảng JEGA!
Video này sẽ dẫn dắt quý khách qua quy trình tạo thông tin khách hàng, quản lý bản vẽ và thực hiện đặt hàng sản phẩm một cách hiệu quả trên hệ thống của chúng tôi. Chúng tôi tự tin rằng những hướng dẫn này sẽ giúp quý khách tối ưu hóa quy trình làm việc và nâng cao trải nghiệm kinh doanh.

Các nội dung chính trong video:

- **00:07**: Giới thiệu tổng quan về nền tảng JEGA và các module chính bao gồm Home, SCMS (quản lý thông tin khách hàng), COS (quản lý đơn hàng, bản vẽ), và ASM (quản lý sau bán hàng).
- **00:56**: Hướng dẫn chi tiết cách tạo khách hàng mới trong module SCMS, bao gồm các thông tin cần điền như tên, số điện thoại, nguồn khách hàng, khu vực, và địa chỉ chi tiết.
- **02:20**: Hướng dẫn tạo bản vẽ mới cho khách hàng trong module COS, với hai lựa chọn: tạo bản vẽ mới từ đầu hoặc thêm từ thư viện nếu đã có bản vẽ sẵn.
- **04:15**: Quy trình tạo báo giá sản phẩm từ bản vẽ đã hoàn thiện, bao gồm việc xuất báo giá Factory và Sale, cho phép chỉnh sửa đơn giá tùy theo yêu cầu.
- **06:34**: Hướng dẫn xuất bản vẽ 2D từ thiết kế 3D để xác nhận kích thước, cho phép người dùng thêm ghi chú và mô tả chi tiết cho sản phẩm.
- **07:14**: Hướng dẫn đặt hàng sản phẩm đã thiết kế để gửi tới nhà máy sản xuất, bao gồm việc chọn sản phẩm, điều chỉnh thông số và chọn phụ kiện đi kèm.
- **10:05**: Xem lại đơn hàng đã đặt thành công và cập nhật thông tin giao hàng, lắp đặt, cũng như các chi phí phát sinh.",Completed,Completed
"[Bài 15] Thiết kế tủ đa dạng | Thiết kế tuỳ chỉnh","Trainning JEGA CLOUD DESIGN - Beginner's Guide",https://www.youtube.com/watch?v=YIVmFjHm5g8,"Dưới đây là tổng hợp nội dung chính của video:
Chào mừng quý khách đến với video hướng dẫn thiết kế tủ góc và tủ âm tường chuyên nghiệp cùng JEGA Việt Nam! Trong video này, chúng tôi sẽ dẫn dắt bạn qua quy trình tạo ra các giải pháp lưu trữ tối ưu cho không gian nội thất, đặc biệt là các khu vực khó như gầm cầu thang và hốc tường. Bạn sẽ khám phá cách sử dụng các công cụ thiết kế của JEGA để điều chỉnh kích thước, thêm phụ kiện, và áp dụng vật liệu, đảm bảo độ chính xác và tính thẩm mỹ cao nhất cho sản phẩm. Hãy cùng chúng tôi biến mọi không gian chết thành điểm nhấn đầy công năng!

- **00:08**: Giới thiệu tổng quan về cách vẽ tủ dưới gầm cầu thang và các hệ tủ liên quan đến phần cắt phần hộc hoặc phần cánh.
- **00:27**: Chia sẻ các thông số cơ bản cần nắm trước khi vẽ tủ dưới gầm cầu thang.
- **00:50**: Hướng dẫn thêm một hệ tủ cơ bản và điều chỉnh vị trí phù hợp dưới gầm cầu thang.
- **01:05**: Hướng dẫn điều chỉnh kích thước tủ theo thông số chiều rộng 2000mm và chiều cao 1100mm.
- **01:40**: Lưu ý khi vẽ các hệ tủ theo hình dạng thô chéo hoặc cong là nên sử dụng các vị trí phào nẹp ở những vị trí tiếp giáp với phần thô để tránh sai sót khi thi công hoặc sản xuất.
- **02:11**: Hướng dẫn thêm cánh tủ với 6 cánh và chọn các phần hồi dọc để bắt bản lề.
- **02:30**: Hướng dẫn cách cắt chéo cánh tủ bằng công cụ Angled Cut và điều chỉnh vị trí cắt phía trên bên tay trái.
- **03:07**: Hướng dẫn điều chỉnh kích thước cánh tủ để tạo nét 50mm ở phía trên.
- **03:16**: Hướng dẫn sử dụng công cụ Angled Cut để cắt nẹp chéo theo hình dạng cầu thang và điều chỉnh các thông số Height và Width.
- **03:35**: Hướng dẫn xem cấu trúc bên trong tủ sau khi cắt chéo và chọn vật liệu.
- **03:52**: Hướng dẫn kéo thả và điều chỉnh kích thước module tiếp theo để tạo nẹp ở phía bên cạnh tủ.
- **04:10**: Hướng dẫn điều chỉnh các thông số của nẹp (chiều sâu và chiều cao) và cách đặt kích thước cho nẹp.
- **05:05**: Hướng dẫn áp dụng tương tự cho phía bên phải của tủ.
- **06:21**: Hướng dẫn thêm nẹp trên và nẹp bên cạnh cho tủ.
- **07:28**: Hướng dẫn chọn vật liệu cho tủ.
- **08:29**: Giới thiệu một trường hợp khác về phần cắt cho tủ âm tường có hình dạng đặc biệt.
- **08:52**: Hướng dẫn thả một tủ cơ bản vào hốc tường và điều chỉnh kích thước phù hợp.
- **09:07**: Hướng dẫn cắt phần tủ theo hình dạng hốc tường bằng công cụ Angled Cut và chọn không tạo phào nẹp.
- **10:00**: Hướng dẫn lắp tấm patch và cánh tủ cho tủ âm tường, điều chỉnh chế độ đóng lọt lòng.
- **10:43**: Hướng dẫn đổi vật liệu cho cánh tủ và phần thùng tủ.
- **11:06**: Hướng dẫn xóa tấm hậu của tủ âm tường để nhìn thấy phần tường bên trong.
- **11:17**: Hướng dẫn chỉnh sửa tấm hậu bằng công cụ Pinpoint Editing, bao gồm thay đổi hình dạng và điều chỉnh thông số kích thước, và xóa thanh gia cố.
- **13:02**: Hướng dẫn điều chỉnh thủ công vị trí và kích thước của tấm hậu để phù hợp với hốc tường.",Completed,Completed
"[Bài 16] Thiết kế bàn đảo phòng thay đồ | Thiết kế tuỳ chỉnh | Thiết kế tuỳ chỉnh","Trainning JEGA CLOUD DESIGN - Beginner's Guide",https://www.youtube.com/watch?v=gObS3g_N-FE,"Dưới đây là phần tóm tắt nội dung chính của video, giúp bạn dễ dàng theo dõi và nắm bắt thông tin:

Video hướng dẫn cách tạo và tùy chỉnh tủ trang sức (island wardrobe) trong phần mềm Jega Cloud Design. Bạn sẽ học cách thiết lập kích thước, thêm ngăn kéo với các kiểu dáng khác nhau, và áp dụng cánh kính cho tủ để tạo ra một thiết kế hoàn chỉnh và đẹp mắt.

- **00:09**: Hướng dẫn truy cập mục tủ áo để tạo tủ trang sức.
- **00:30**: Hướng dẫn chỉnh sửa kích thước của khối module tủ.
- **00:53**: Hướng dẫn xoay khối module để phù hợp với vị trí mong muốn.
- **01:14**: Hướng dẫn tạo ngăn kéo cho tủ module.
- **01:42**: Hướng dẫn chọn kiểu ngăn kéo từ thư viện.
- **02:00**: Hướng dẫn tùy chỉnh kiểu cánh ngăn kéo (overlay hoặc embedded).
- **02:14**: Hướng dẫn tùy chỉnh số lượng ngăn kéo.
- **02:30**: Hướng dẫn thay đổi kiểu ngăn kéo trên cùng.
- **03:20**: Hướng dẫn thêm chức năng cho ngăn kéo (functional part).
- **03:45**: Hướng dẫn tùy chỉnh kích thước của ngăn kéo chức năng.
- **04:13**: Hướng dẫn sao chép module tủ.
- **05:01**: Hướng dẫn xóa phần trên của tủ để thêm cánh kính.
- **05:14**: Hướng dẫn chuyển đổi tấm module thành cánh tủ.
- **05:22**: Hướng dẫn điều chỉnh kích thước cánh tủ.
- **05:40**: Hướng dẫn chọn kiểu cánh kính từ thư viện.
- **07:07**: Hướng dẫn mở cánh kính của tủ.",Completed,Completed
"[Bài 17] Thiết kế bàn trang điểm | Thiết kế tuỳ chỉnh","Trainning JEGA CLOUD DESIGN - Beginner's Guide",https://www.youtube.com/watch?v=av5AenTViH0,"Chào mừng quý khách đến với Jega Việt Nam!

Video này sẽ hướng dẫn chi tiết cách thiết kế bàn trang điểm và giá sách tích hợp bằng phần mềm Jega. Với các bước đơn giản, quý khách có thể dễ dàng tạo ra những sản phẩm nội thất độc đáo và tối ưu không gian sống.

Dưới đây là các nội dung chính và thời điểm bắt đầu trong video:

- **00:09**: Hướng dẫn cách tạo phần thân tủ cho bàn trang điểm và giá sách.
- **00:45**: Hướng dẫn cách tắt bỏ phần chân dưới của thân tủ.
- **01:03**: Hướng dẫn cách thêm các đợt chia ngăn cho bàn trang điểm.
- **01:37**: Hướng dẫn cách thêm ngăn kéo cho bàn trang điểm.
- **02:15**: Hướng dẫn cách thêm các đợt chia ngăn cho giá sách.
- **02:46**: Hướng dẫn cách chia các khoang tủ ở phần giá sách phía trên.
- **03:22**: Hướng dẫn cách thêm gương cho bàn trang điểm.

Hãy cùng Jega Việt Nam khám phá và sáng tạo không gian nội thất của riêng bạn!",Completed,Completed
